produit,value,ville,year,code,parent_code,type_produit
Produits alimentaires et boissons non alcoolisées,102.80000305175781,Rabat,2021,01,,division
Produits alimentaires,102.9000015258789,Rabat,2021,011,01,groupe
Boissons non alcoolisées,100.5999984741211,Rabat,2021,012,01,groupe
Boissons alcoolisées et tabac,124.80000305175781,Rabat,2021,02,,division
Boissons alcoolisées,100.19999694824219,Rabat,2021,021,02,groupe
Tabac,126.5,Rabat,2021,022,02,groupe
Articles d'habillement et chaussures,108.0,Rabat,2021,03,,division
Articles d'habillement,105.5,Rabat,2021,031,03,groupe
Chaussures,119.19999694824219,Rabat,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",101.4000015258789,Rabat,2021,04,,division
Loyers effectifs,104.0999984741211,Rabat,2021,041,04,groupe
Entretien et réparation des logements,100.0,Rabat,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Rabat,2021,044,04,groupe
"Electricité, gaz et autres combustibles",100.4000015258789,Rabat,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",100.9000015258789,Rabat,2021,05,,division
Articles de ménage en textiles,97.69999694824219,Rabat,2021,052,05,groupe
Appareils ménagers,98.4000015258789,Rabat,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.4000015258789,Rabat,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,113.69999694824219,Rabat,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,100.19999694824219,Rabat,2021,056,05,groupe
Santé,102.69999694824219,Rabat,2021,06,,division
"Produits, appareils et matériels médicaux",97.4000015258789,Rabat,2021,061,06,groupe
Services ambulatoires,109.30000305175781,Rabat,2021,062,06,groupe
Services hospitaliers,100.0,Rabat,2021,063,06,groupe
Transport,105.9000015258789,Rabat,2021,07,,division
Achat de véhicules,107.30000305175781,Rabat,2021,071,07,groupe
Dépenses d'utilisation des véhicules,101.0999984741211,Rabat,2021,072,07,groupe
Services de transport,112.5,Rabat,2021,073,07,groupe
Communications,106.4000015258789,Rabat,2021,08,,division
Services postaux,100.0,Rabat,2021,081,08,groupe
Matériel de téléphonie et de télécopie,95.5999984741211,Rabat,2021,082,08,groupe
Services de téléphonie et de télécopie,107.69999694824219,Rabat,2021,083,08,groupe
Loisirs et culture,100.69999694824219,Rabat,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",95.9000015258789,Rabat,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",98.0999984741211,Rabat,2021,093,09,groupe
Services récréatifs et culturels,104.4000015258789,Rabat,2021,094,09,groupe
"Journaux, livres et articles de papeterie",103.19999694824219,Rabat,2021,095,09,groupe
Forfaits touristiques,108.5999984741211,Rabat,2021,0960,096,groupe
Enseignement,108.4000015258789,Rabat,2021,10,,division
Enseignement préélémentaire et primaire,111.0,Rabat,2021,101,10,groupe
Enseignement secondaire,106.5,Rabat,2021,102,10,groupe
Enseignement postsecondaire non supérieur,111.5,Rabat,2021,103,10,groupe
Enseignement supérieur,101.4000015258789,Rabat,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Rabat,2021,105,10,groupe
Restaurants et hôtels,101.5,Rabat,2021,11,,division
Services de restauration,102.0999984741211,Rabat,2021,111,11,groupe
Services d'hébergement,98.69999694824219,Rabat,2021,112,11,groupe
Biens et services divers,103.30000305175781,Rabat,2021,12,,division
Soins corporels,102.69999694824219,Rabat,2021,121,12,groupe
Effets personnels non classés ailleurs,100.30000305175781,Rabat,2021,123,12,groupe
Assurance,106.5,Rabat,2021,125,12,groupe
"Meubles, articles d'ameublement, tapis et autres revetements de sol",108.0999984741211,Rabat,2021,,,total
Autres biens durables à fonction  récréative et culturelle,100.0,Rabat,2021,,,total
Produits alimentaires et boissons non alcoolisées,103.19999694824219,Safi,2021,01,,division
Produits alimentaires,103.4000015258789,Safi,2021,011,01,groupe
Boissons non alcoolisées,101.0999984741211,Safi,2021,012,01,groupe
Boissons alcoolisées et tabac,124.80000305175781,Safi,2021,02,,division
Boissons alcoolisées,100.0,Safi,2021,021,02,groupe
Tabac,126.5,Safi,2021,022,02,groupe
Articles d'habillement et chaussures,106.5999984741211,Safi,2021,03,,division
Articles d'habillement,106.19999694824219,Safi,2021,031,03,groupe
Chaussures,109.30000305175781,Safi,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",108.69999694824219,Safi,2021,04,,division
Loyers effectifs,102.5999984741211,Safi,2021,041,04,groupe
Entretien et réparation des logements,160.3000030517578,Safi,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Safi,2021,044,04,groupe
"Electricité, gaz et autres combustibles",99.9000015258789,Safi,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",103.4000015258789,Safi,2021,05,,division
Articles de ménage en textiles,142.39999389648438,Safi,2021,052,05,groupe
Appareils ménagers,104.5999984741211,Safi,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",108.69999694824219,Safi,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,107.5,Safi,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,98.19999694824219,Safi,2021,056,05,groupe
Santé,103.5,Safi,2021,06,,division
"Produits, appareils et matériels médicaux",97.4000015258789,Safi,2021,061,06,groupe
Services ambulatoires,107.19999694824219,Safi,2021,062,06,groupe
Services hospitaliers,111.19999694824219,Safi,2021,063,06,groupe
Transport,116.69999694824219,Safi,2021,07,,division
Achat de véhicules,105.0999984741211,Safi,2021,071,07,groupe
Dépenses d'utilisation des véhicules,100.4000015258789,Safi,2021,072,07,groupe
Services de transport,135.5,Safi,2021,073,07,groupe
Communications,105.0,Safi,2021,08,,division
Services postaux,100.0,Safi,2021,081,08,groupe
Matériel de téléphonie et de télécopie,106.80000305175781,Safi,2021,082,08,groupe
Services de téléphonie et de télécopie,104.9000015258789,Safi,2021,083,08,groupe
Loisirs et culture,99.0,Safi,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",91.19999694824219,Safi,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",125.5999984741211,Safi,2021,093,09,groupe
Services récréatifs et culturels,105.19999694824219,Safi,2021,094,09,groupe
"Journaux, livres et articles de papeterie",103.5,Safi,2021,095,09,groupe
Forfaits touristiques,106.69999694824219,Safi,2021,0960,096,groupe
Enseignement,122.5999984741211,Safi,2021,10,,division
Enseignement préélémentaire et primaire,124.69999694824219,Safi,2021,101,10,groupe
Enseignement secondaire,129.0,Safi,2021,102,10,groupe
Enseignement postsecondaire non supérieur,113.5999984741211,Safi,2021,103,10,groupe
Enseignement non défini par niveau,100.0,Safi,2021,105,10,groupe
Restaurants et hôtels,108.0999984741211,Safi,2021,11,,division
Services de restauration,109.5999984741211,Safi,2021,111,11,groupe
Services d'hébergement,104.4000015258789,Safi,2021,112,11,groupe
Biens et services divers,107.9000015258789,Safi,2021,12,,division
Soins corporels,108.80000305175781,Safi,2021,121,12,groupe
Effets personnels non classés ailleurs,123.5999984741211,Safi,2021,123,12,groupe
Assurance,103.0999984741211,Safi,2021,125,12,groupe
Services financiers,96.5999984741211,Safi,2021,126,12,groupe
Autres services,103.4000015258789,Safi,2021,127,12,groupe
Indice général,106.5,Safi,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",105.0,Safi,2021,,,total
Autres biens durables à fonction  récréative et culturelle,105.5999984741211,Safi,2021,,,total
Variation (en %),1.622137427330017,Safi,2021,,,total
Produits alimentaires et boissons non alcoolisées,100.19999694824219,Settat,2021,01,,division
Produits alimentaires,100.4000015258789,Settat,2021,011,01,groupe
Boissons non alcoolisées,98.30000305175781,Settat,2021,012,01,groupe
Boissons alcoolisées et tabac,120.9000015258789,Settat,2021,02,,division
Boissons alcoolisées,98.9000015258789,Settat,2021,021,02,groupe
Tabac,122.30000305175781,Settat,2021,022,02,groupe
Articles d'habillement et chaussures,101.30000305175781,Settat,2021,03,,division
Articles d'habillement,101.5,Settat,2021,031,03,groupe
Chaussures,100.30000305175781,Settat,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",100.80000305175781,Settat,2021,04,,division
Loyers effectifs,102.69999694824219,Settat,2021,041,04,groupe
Entretien et réparation des logements,100.0,Settat,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Settat,2021,044,04,groupe
"Electricité, gaz et autres combustibles",100.19999694824219,Settat,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",103.69999694824219,Settat,2021,05,,division
Articles de ménage en textiles,101.30000305175781,Settat,2021,052,05,groupe
Appareils ménagers,100.0,Settat,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",99.69999694824219,Settat,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,100.30000305175781,Settat,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,107.80000305175781,Settat,2021,056,05,groupe
Santé,99.0999984741211,Settat,2021,06,,division
"Produits, appareils et matériels médicaux",97.5999984741211,Settat,2021,061,06,groupe
Services ambulatoires,100.4000015258789,Settat,2021,062,06,groupe
Services hospitaliers,100.0,Settat,2021,063,06,groupe
Transport,119.19999694824219,Settat,2021,07,,division
Achat de véhicules,102.80000305175781,Settat,2021,071,07,groupe
Dépenses d'utilisation des véhicules,101.19999694824219,Settat,2021,072,07,groupe
Services de transport,136.10000610351562,Settat,2021,073,07,groupe
Communications,102.4000015258789,Settat,2021,08,,division
Services postaux,100.0,Settat,2021,081,08,groupe
Matériel de téléphonie et de télécopie,100.0,Settat,2021,082,08,groupe
Services de téléphonie et de télécopie,102.9000015258789,Settat,2021,083,08,groupe
Loisirs et culture,101.69999694824219,Settat,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",101.80000305175781,Settat,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",100.0,Settat,2021,093,09,groupe
Services récréatifs et culturels,100.0,Settat,2021,094,09,groupe
"Journaux, livres et articles de papeterie",100.0,Settat,2021,095,09,groupe
Forfaits touristiques,107.69999694824219,Settat,2021,0960,096,groupe
Enseignement,105.80000305175781,Settat,2021,10,,division
Enseignement préélémentaire et primaire,100.0,Settat,2021,101,10,groupe
Enseignement secondaire,106.30000305175781,Settat,2021,102,10,groupe
Enseignement postsecondaire non supérieur,100.0,Settat,2021,103,10,groupe
Enseignement supérieur,114.0999984741211,Settat,2021,104,10,groupe
Enseignement non défini par niveau,87.5,Settat,2021,105,10,groupe
Restaurants et hôtels,103.80000305175781,Settat,2021,11,,division
Services de restauration,103.9000015258789,Settat,2021,111,11,groupe
Services d'hébergement,100.0,Settat,2021,112,11,groupe
Biens et services divers,114.0,Settat,2021,12,,division
Soins corporels,116.0999984741211,Settat,2021,121,12,groupe
Effets personnels non classés ailleurs,117.9000015258789,Settat,2021,123,12,groupe
Assurance,103.4000015258789,Settat,2021,125,12,groupe
Services financiers,101.4000015258789,Settat,2021,126,12,groupe
Autres biens durables à fonction  récréative et culturelle,100.0,Settat,2021,,,total
"Meubles, articles d'ameublement, tapis et autres revetements de sol",102.69999694824219,Settat,2021,,,total
Produits alimentaires et boissons non alcoolisées,102.30000305175781,Tanger,2021,01,,division
Produits alimentaires,102.4000015258789,Tanger,2021,011,01,groupe
Boissons non alcoolisées,99.0,Tanger,2021,012,01,groupe
Boissons alcoolisées et tabac,126.0999984741211,Tanger,2021,02,,division
Boissons alcoolisées,102.5,Tanger,2021,021,02,groupe
Tabac,126.5,Tanger,2021,022,02,groupe
Articles d'habillement et chaussures,100.19999694824219,Tanger,2021,03,,division
Articles d'habillement,100.80000305175781,Tanger,2021,031,03,groupe
Chaussures,98.5999984741211,Tanger,2021,032,03,groupe
"Logement, eau, électricité, gaz et autres combustibles",103.0999984741211,Tanger,2021,04,,division
Loyers effectifs,103.9000015258789,Tanger,2021,041,04,groupe
Entretien et réparation des logements,111.0999984741211,Tanger,2021,043,04,groupe
Alimentation en eau et services divers liés au logement,100.0,Tanger,2021,044,04,groupe
"Electricité, gaz et autres combustibles",100.5,Tanger,2021,045,04,groupe
"Meubles, articles de ménage et entretien courant du foyer",100.9000015258789,Tanger,2021,05,,division
Articles de ménage en textiles,98.9000015258789,Tanger,2021,052,05,groupe
Appareils ménagers,97.30000305175781,Tanger,2021,053,05,groupe
"Verrerie, vaisselle et ustensiles de ménage",100.69999694824219,Tanger,2021,054,05,groupe
Outillage et autre matériel pour la maison et le jardin,102.4000015258789,Tanger,2021,055,05,groupe
Biens et services liés à l'entretien courant du foyer,102.30000305175781,Tanger,2021,056,05,groupe
Santé,108.9000015258789,Tanger,2021,06,,division
"Produits, appareils et matériels médicaux",97.9000015258789,Tanger,2021,061,06,groupe
Services ambulatoires,119.30000305175781,Tanger,2021,062,06,groupe
Services hospitaliers,104.80000305175781,Tanger,2021,063,06,groupe
Transport,105.5999984741211,Tanger,2021,07,,division
Achat de véhicules,108.5999984741211,Tanger,2021,071,07,groupe
Dépenses d'utilisation des véhicules,101.0999984741211,Tanger,2021,072,07,groupe
Services de transport,108.69999694824219,Tanger,2021,073,07,groupe
Communications,103.30000305175781,Tanger,2021,08,,division
Services postaux,100.4000015258789,Tanger,2021,081,08,groupe
Matériel de téléphonie et de télécopie,95.0999984741211,Tanger,2021,082,08,groupe
Services de téléphonie et de télécopie,104.5999984741211,Tanger,2021,083,08,groupe
Loisirs et culture,99.0,Tanger,2021,09,,division
"Matériel audiovisuel, photographique et de traitement de l'information",87.30000305175781,Tanger,2021,091,09,groupe
"Autres articles et matériel de loisirs, de jardinage et animaux de compagnie",107.4000015258789,Tanger,2021,093,09,groupe
Services récréatifs et culturels,104.19999694824219,Tanger,2021,094,09,groupe
"Journaux, livres et articles de papeterie",100.0999984741211,Tanger,2021,095,09,groupe
Forfaits touristiques,112.80000305175781,Tanger,2021,0960,096,groupe
Enseignement,103.69999694824219,Tanger,2021,10,,division
Enseignement préélémentaire et primaire,111.5,Tanger,2021,101,10,groupe
Enseignement secondaire,108.4000015258789,Tanger,2021,102,10,groupe
Enseignement postsecondaire non supérieur,92.80000305175781,Tanger,2021,103,10,groupe
Enseignement supérieur,100.0,Tanger,2021,104,10,groupe
Enseignement non défini par niveau,100.0,Tanger,2021,105,10,groupe
Restaurants et hôtels,103.69999694824219,Tanger,2021,11,,division
Services de restauration,104.0999984741211,Tanger,2021,111,11,groupe
Services d'hébergement,98.19999694824219,Tanger,2021,112,11,groupe
Biens et services divers,106.0,Tanger,2021,12,,division
Soins corporels,106.5,Tanger,2021,121,12,groupe
Effets personnels non classés ailleurs,108.0999984741211,Tanger,2021,123,12,groupe
Assurance,103.0999984741211,Tanger,2021,125,12,groupe
Services financiers,109.19999694824219,Tanger,2021,126,12,groupe
Autres services,102.5,Tanger,2021,127,12,groupe
Autres biens durables à fonction  récréative et culturelle,116.0999984741211,Tanger,2021,,,total
